assetType,assetId,name,dateUpdated,contentSource,dateCreated,fileSize,gsisId,mCPID,dateTimeString,playId,originalFilename,assetOwner,dCLAssetType,aWSStatus,categories,contentType,dateUploadedToAWS,deliveredToMCP,gameID,timeCreated,season,arvatoAssetId,week,weekType,homeTeam,visitorTeam,closedCaptionAsset,cCFile,containsCC
video,5497494,58742_3001_MIA  2-6  MIA 23_Endzone,2023-02-14T15:10:59,NFL League Office,2021-12-27T20:11:36,9930162,58742,1295139,2021-12-27T22:32:10.000-05:00,3001,058742_003001_0004_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497490,58742_3001_MIA  2-6  MIA 23_Broadcast,2023-02-14T15:10:57,NFL League Office,2021-12-27T20:11:30,18870364,58742,1295397,2021-12-27T22:32:10.000-05:00,3001,058742_003001_0001_000_15000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497486,58742_2980_MIA  1-10  MIA 19_Sideline,2023-02-14T15:10:55,NFL League Office,2021-12-27T20:11:25,13140611,58742,1295052,2021-12-27T22:31:29.000-05:00,2980,058742_002980_0003_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497488,58742_2980_MIA  1-10  MIA 19_Endzone,2023-02-14T15:10:56,NFL League Office,2021-12-27T20:11:28,12991332,58742,1295394,2021-12-27T22:31:29.000-05:00,2980,058742_002980_0004_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497484,58742_2980_MIA  1-10  MIA 19_Broadcast,2023-02-14T15:10:54,NFL League Office,2021-12-27T20:11:23,24643051,58742,1295310,2021-12-27T22:31:29.000-05:00,2980,058742_002980_0001_000_15000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497478,58742_2957_NO  4-6  NO 39_Sideline,2023-02-14T15:10:51,NFL League Office,2021-12-27T20:11:17,14077400,58742,1295223,2021-12-27T22:28:34.000-05:00,2957,058742_002957_0003_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497482,58742_2957_NO  4-6  NO 39_Endzone,2023-02-14T15:10:52,NFL League Office,2021-12-27T20:11:21,14054394,58742,1295137,2021-12-27T22:28:34.000-05:00,2957,058742_002957_0004_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497479,58742_2957_NO  4-6  NO 39_Broadcast,2023-02-14T15:10:50,NFL League Office,2021-12-27T20:11:17,26545029,58742,1295050,2021-12-27T22:28:34.000-05:00,2957,058742_002957_0001_000_15000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497474,58742_2923_NO  3-12  NO 33_Sideline,2023-02-14T15:10:49,NFL League Office,2021-12-27T20:11:12,14074375,58742,1295051,2021-12-27T22:27:51.000-05:00,2923,058742_002923_0003_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497476,58742_2923_NO  3-12  NO 33_Endzone,2023-02-14T15:10:50,NFL League Office,2021-12-27T20:11:14,14089690,58742,1295400,2021-12-27T22:27:51.000-05:00,2923,058742_002923_0004_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
